NOTIFICATION,DESCRIPTION,PRIORITY,INITIAL RECOMMENDATION,State,NEW RECOMMENDATION,ENGINEERING REVIEW OUTCOMES
24914653,observed general corrosion on bolt,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914652,observed general corrosion on bolt,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914620,observed general corrosion on bolt valve and flange flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914613,observed general corrosion on bolt valve and flange flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914588,observed general corrosion with minor scaling on bolt and flange observed spot corrosion on straight pipe flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914581,observed general corrosion with minor scaling on bolt flange weldment valve and flange neck,2,to be repaired/ replaced,revise,to be painted,remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914560,observed general corrosion with paint flaking on boltflange and valve,2,to be repaired/ replaced,remain,to be repaired/ replaced,remove pvc tape. perform surface cleaning replace studbolts. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914559,observed general corrosion with minor scaling on bolt and flange,2,to be repaired/ replaced,revise,to be painted,remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914552,observed general corrosion on bolt flange and orificebox flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914539,observed general corrosion on bolt and weldment,2,to be repaired/ replaced,remain,to be repaired/ replaced,verify if line is still in use.replace studbolts. perform spot painting on pipe flanges and studbolts. perform during turnaround 
24914538,observed general corrosion on boltobserved minor corrosion on flange,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe spectacle blind flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914534,observed general corrosion with minor scaling on flange observed general corrosion on bolt,2,to be repaired/ replaced,remain,to be repaired/ replaced,verify if line is still in use.remove pvc tape. perform surface cleaning replace studbolts. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges. perform during turnaround 
24914532,observed general corrosion with minor scaling on bolt valve and flange flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe spectacle blind flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914489,observed general corrosion with minor scaling on bolt valve and flange flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe spectacle blind flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24914483,observed general corrosion with minor scaling on boltvalve and flange flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe spectacle blind flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24913812,observed general corrosion with minor scaling on bolt and flange observed spot corrosion on valve body flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe spectacle flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24913746,observed general corrosion with minor scaling on bolt valve and flange flanges connection wrapped with pvc tape,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
24453039,general corrosion with surface rusting at flange general corrosion with scaling at bolt nuts,2,to be repaired/ replaced,revise,to be painted,verify if line is still in use.remove pvc tape. perform surface cleaning. perform spot paint pipe blind flange and stud bolts. rust grade d. apply single pack zinc on space in between flanges
